Experimento,tA,tM,archivos,tiempoA,tiempoM
Maximo,1,27,['todoAleatorio.txt'],524.329,5.06362
Maximo,1,28,['todoAleatorio.txt'],511.761,4.84808
Maximo,1,29,['todoAleatorio.txt'],505.182,5.06611
Maximo,1,30,['todoAleatorio.txt'],533.781,5.00056
Maximo,1,31,['todoAleatorio.txt'],506.015,4.89978
Maximo,1,32,['todoAleatorio.txt'],506.706,4.80491
Maximo,1,33,['todoAleatorio.txt'],502.487,4.84539
Maximo,1,34,['todoAleatorio.txt'],509.868,4.9086
Maximo,1,35,['todoAleatorio.txt'],502.204,4.94888
Maximo,1,36,['todoAleatorio.txt'],501.541,5.13022
Maximo,1,37,['todoAleatorio.txt'],513.278,5.13525
Maximo,1,38,['todoAleatorio.txt'],503.581,5.11312
Maximo,1,39,['todoAleatorio.txt'],506.31,4.86097
Maximo,1,40,['todoAleatorio.txt'],500.238,5.05987
Maximo,1,41,['todoAleatorio.txt'],506.327,4.98739
Maximo,1,42,['todoAleatorio.txt'],506.642,5.13154
Maximo,1,43,['todoAleatorio.txt'],505.196,4.93032
Maximo,1,44,['todoAleatorio.txt'],503.393,4.90423
Maximo,1,45,['todoAleatorio.txt'],499.636,5.12525
Maximo,1,46,['todoAleatorio.txt'],511.108,5.02284
Maximo,1,47,['todoAleatorio.txt'],500.768,4.97806
Maximo,1,48,['todoAleatorio.txt'],501.555,5.08484
Maximo,1,49,['todoAleatorio.txt'],504.223,5.02066
Maximo,1,50,['todoAleatorio.txt'],506.708,5.09917
