Experimento,tA,tM,archivos,tiempoA,tiempoM
Lectura,20,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1364.52,0.077589
Lectura,21,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1307.19,0.102087
Lectura,22,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1276.03,0.073308
Lectura,23,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1375.83,0.109312
Lectura,24,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1326.98,0.085835
Lectura,25,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1275.64,0.091805
Lectura,26,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1314.49,0.104921
Lectura,27,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1314.61,0.099644
Lectura,28,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1363.6,0.102821
Lectura,29,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1380.02,0.099052
Lectura,30,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1197.45,0.129926
Lectura,31,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1313.6,0.090448
Lectura,32,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1307.34,0.076171
Lectura,33,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1288.16,0.106387
Lectura,34,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1334.98,0.101749
Lectura,35,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1263.19,0.106739
Lectura,36,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1194.18,0.117103
Lectura,37,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1398.31,0.105372
Lectura,38,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1245.71,0.101686
Lectura,39,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1252.67,0.083007
Lectura,40,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1269.55,0.099474
Lectura,41,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1287.98,0.102709
Lectura,42,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1333.35,0.11196
Lectura,43,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1252.2,0.104675
Lectura,44,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1314.3,0.078534
Lectura,45,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1255.39,0.100386
Lectura,46,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1354.16,0.098565
